date,region,property_type,baseline,index_value
1998-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",84.7
1998-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",82.3
1998-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",83.9
1998-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",89.7
1998-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",95.4
1998-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",86.2
1998-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",81.5
1998-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",85.3
1998-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",93.8
1998-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",97.3
1998-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",84.8
1998-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",82.6
1998-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",84.0
1998-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",89.0
1998-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",93.1
1998-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",88.0
1998-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",83.1
1998-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",86.4
1998-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",93.1
1998-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",92.2
1998-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,"Index, 2002=100",86.3
1998-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,"Index, 2002=100",81.0
1998-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,"Index, 2002=100",87.9
1998-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,"Index, 2002=100",85.8
1998-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,"Index, 2002=100",93.5
1998-04,"Toronto, Ontario",Office,"Index, 2002=100",86.5
1998-04,"Toronto, Ontario",Office,"Index, 2002=100",79.1
1998-04,"Toronto, Ontario",Office,"Index, 2002=100",86.6
1998-04,"Toronto, Ontario",Office,"Index, 2002=100",92.6
1998-04,"Toronto, Ontario",Office,"Index, 2002=100",95.7
1998-04,"Toronto, Ontario",Warehouse,"Index, 2002=100",84.0
1998-04,"Toronto, Ontario",Warehouse,"Index, 2002=100",80.3
1998-04,"Toronto, Ontario",Warehouse,"Index, 2002=100",83.5
1998-04,"Toronto, Ontario",Warehouse,"Index, 2002=100",89.4
1998-04,"Toronto, Ontario",Warehouse,"Index, 2002=100",95.8
1998-04,"Toronto, Ontario",Shopping centre,"Index, 2002=100",85.3
1998-04,"Toronto, Ontario",Shopping centre,"Index, 2002=100",80.5
1998-04,"Toronto, Ontario",Shopping centre,"Index, 2002=100",83.4
1998-04,"Toronto, Ontario",Shopping centre,"Index, 2002=100",93.3
1998-04,"Toronto, Ontario",Shopping centre,"Index, 2002=100",103.6
1998-04,"Toronto, Ontario",Light factory,"Index, 2002=100",83.2
1998-04,"Toronto, Ontario",Light factory,"Index, 2002=100",80.9
1998-04,"Toronto, Ontario",Light factory,"Index, 2002=100",82.2
1998-04,"Toronto, Ontario",Light factory,"Index, 2002=100",87.5
1998-04,"Toronto, Ontario",Light factory,"Index, 2002=100",91.7
1998-04,"Toronto, Ontario",School,"Index, 2002=100",86.9
1998-04,"Toronto, Ontario",School,"Index, 2002=100",80.1
1998-04,"Toronto, Ontario",School,"Index, 2002=100",85.0
1998-04,"Toronto, Ontario",School,"Index, 2002=100",92.5
1998-04,"Toronto, Ontario",School,"Index, 2002=100",91.7
1998-04,"Toronto, Ontario",Apartment,"Index, 2002=100",84.5
1998-04,"Toronto, Ontario",Apartment,"Index, 2002=100",79.4
1998-04,"Toronto, Ontario",Apartment,"Index, 2002=100",85.6
1998-04,"Toronto, Ontario",Apartment,"Index, 2002=100",85.3
1998-04,"Toronto, Ontario",Apartment,"Index, 2002=100",90.7
1998-04,"Calgary, Alberta",Office,"Index, 2002=100",88.4
1998-04,"Calgary, Alberta",Office,"Index, 2002=100",84.7
1998-04,"Calgary, Alberta",Office,"Index, 2002=100",90.2
1998-04,"Calgary, Alberta",Office,"Index, 2002=100",88.1
1998-04,"Calgary, Alberta",Office,"Index, 2002=100",94.1
1998-04,"Calgary, Alberta",Warehouse,"Index, 2002=100",88.8
1998-04,"Calgary, Alberta",Warehouse,"Index, 2002=100",86.5
1998-04,"Calgary, Alberta",Warehouse,"Index, 2002=100",90.0
1998-04,"Calgary, Alberta",Warehouse,"Index, 2002=100",88.5
1998-04,"Calgary, Alberta",Warehouse,"Index, 2002=100",91.6
1998-04,"Calgary, Alberta",Shopping centre,"Index, 2002=100",89.1
1998-04,"Calgary, Alberta",Shopping centre,"Index, 2002=100",85.5
1998-04,"Calgary, Alberta",Shopping centre,"Index, 2002=100",89.8
1998-04,"Calgary, Alberta",Shopping centre,"Index, 2002=100",91.9
1998-04,"Calgary, Alberta",Shopping centre,"Index, 2002=100",96.9
1998-04,"Calgary, Alberta",Light factory,"Index, 2002=100",87.3
1998-04,"Calgary, Alberta",Light factory,"Index, 2002=100",86.1
1998-04,"Calgary, Alberta",Light factory,"Index, 2002=100",89.6
1998-04,"Calgary, Alberta",Light factory,"Index, 2002=100",84.2
1998-04,"Calgary, Alberta",Light factory,"Index, 2002=100",90.0
1998-04,"Calgary, Alberta",School,"Index, 2002=100",89.2
1998-04,"Calgary, Alberta",School,"Index, 2002=100",84.4
1998-04,"Calgary, Alberta",School,"Index, 2002=100",90.8
1998-04,"Calgary, Alberta",School,"Index, 2002=100",89.9
1998-04,"Calgary, Alberta",School,"Index, 2002=100",92.1
1998-04,"Calgary, Alberta",Apartment,"Index, 2002=100",87.9
1998-04,"Calgary, Alberta",Apartment,"Index, 2002=100",85.6
1998-04,"Calgary, Alberta",Apartment,"Index, 2002=100",89.4
1998-04,"Calgary, Alberta",Apartment,"Index, 2002=100",86.5
1998-04,"Calgary, Alberta",Apartment,"Index, 2002=100",89.9
1998-04,"Edmonton, Alberta",Office,"Index, 2002=100",89.4
1998-04,"Edmonton, Alberta",Office,"Index, 2002=100",87.4
1998-04,"Edmonton, Alberta",Office,"Index, 2002=100",90.7
1998-04,"Edmonton, Alberta",Office,"Index, 2002=100",88.2
1998-04,"Edmonton, Alberta",Office,"Index, 2002=100",95.5
1998-04,"Edmonton, Alberta",Warehouse,"Index, 2002=100",89.8
1998-04,"Edmonton, Alberta",Warehouse,"Index, 2002=100",88.4
1998-04,"Edmonton, Alberta",Warehouse,"Index, 2002=100",90.7
1998-04,"Edmonton, Alberta",Warehouse,"Index, 2002=100",88.5
1998-04,"Edmonton, Alberta",Warehouse,"Index, 2002=100",96.2
1998-04,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",90.4
1998-04,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",86.8
1998-04,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",90.6
1998-04,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",91.9
1998-04,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",101.9
1998-04,"Edmonton, Alberta",Light factory,"Index, 2002=100",88.4
1998-04,"Edmonton, Alberta",Light factory,"Index, 2002=100",87.3
1998-04,"Edmonton, Alberta",Light factory,"Index, 2002=100",90.6
1998-04,"Edmonton, Alberta",Light factory,"Index, 2002=100",84.1
1998-04,"Edmonton, Alberta",Light factory,"Index, 2002=100",92.7
1998-04,"Edmonton, Alberta",School,"Index, 2002=100",90.0
1998-04,"Edmonton, Alberta",School,"Index, 2002=100",86.8
1998-04,"Edmonton, Alberta",School,"Index, 2002=100",91.4
1998-04,"Edmonton, Alberta",School,"Index, 2002=100",90.0
1998-04,"Edmonton, Alberta",School,"Index, 2002=100",92.3
1998-04,"Edmonton, Alberta",Apartment,"Index, 2002=100",88.8
1998-04,"Edmonton, Alberta",Apartment,"Index, 2002=100",87.5
1998-04,"Edmonton, Alberta",Apartment,"Index, 2002=100",90.0
1998-04,"Edmonton, Alberta",Apartment,"Index, 2002=100",86.5
1998-04,"Edmonton, Alberta",Apartment,"Index, 2002=100",92.0
1998-04,"Vancouver, British Columbia",Office,"Index, 2002=100",95.0
1998-04,"Vancouver, British Columbia",Office,"Index, 2002=100",94.3
1998-04,"Vancouver, British Columbia",Office,"Index, 2002=100",94.8
1998-04,"Vancouver, British Columbia",Office,"Index, 2002=100",95.0
1998-04,"Vancouver, British Columbia",Office,"Index, 2002=100",99.3
1998-04,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",94.3
1998-04,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",94.4
1998-04,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",94.1
1998-04,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",95.1
1998-04,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",99.8
1998-04,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",95.2
1998-04,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",93.0
1998-04,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",94.8
1998-04,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",95.6
1998-04,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",105.7
1998-04,"Vancouver, British Columbia",Light factory,"Index, 2002=100",93.9
1998-04,"Vancouver, British Columbia",Light factory,"Index, 2002=100",94.4
1998-04,"Vancouver, British Columbia",Light factory,"Index, 2002=100",94.4
1998-04,"Vancouver, British Columbia",Light factory,"Index, 2002=100",90.9
1998-04,"Vancouver, British Columbia",Light factory,"Index, 2002=100",95.6
1998-04,"Vancouver, British Columbia",School,"Index, 2002=100",95.1
1998-04,"Vancouver, British Columbia",School,"Index, 2002=100",94.0
1998-04,"Vancouver, British Columbia",School,"Index, 2002=100",94.7
1998-04,"Vancouver, British Columbia",School,"Index, 2002=100",96.2
1998-04,"Vancouver, British Columbia",School,"Index, 2002=100",96.6
1998-04,"Vancouver, British Columbia",Apartment,"Index, 2002=100",93.8
1998-04,"Vancouver, British Columbia",Apartment,"Index, 2002=100",94.7
1998-04,"Vancouver, British Columbia",Apartment,"Index, 2002=100",93.7
1998-04,"Vancouver, British Columbia",Apartment,"Index, 2002=100",91.8
1998-04,"Vancouver, British Columbia",Apartment,"Index, 2002=100",96.1
1998-07,Seven census metropolitan area composite,Office,"Index, 2002=100",89.4
1998-07,Seven census metropolitan area composite,Warehouse,"Index, 2002=100",87.7
1998-07,Seven census metropolitan area composite,Shopping centre,"Index, 2002=100",89.4
1998-07,Seven census metropolitan area composite,Light factory,"Index, 2002=100",87.0
1998-07,Seven census metropolitan area composite,School,"Index, 2002=100",90.0
1998-07,Seven census metropolitan area composite,Apartment,"Index, 2002=100",89.5
1998-07,"Halifax, Nova Scotia",Office,"Index, 2002=100",92.7
1998-07,"Halifax, Nova Scotia",Office,"Index, 2002=100",92.4
1998-07,"Halifax, Nova Scotia",Office,"Index, 2002=100",95.1
1998-07,"Halifax, Nova Scotia",Office,"Index, 2002=100",88.3
1998-07,"Halifax, Nova Scotia",Office,"Index, 2002=100",94.9
1998-07,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",93.5
1998-07,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",94.1
1998-07,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",94.6
1998-07,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",85.8
1998-07,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",95.1
1998-07,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",94.8
1998-07,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",93.6
1998-07,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",95.2
1998-07,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",91.4
1998-07,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",101.1
1998-07,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",93.5
1998-07,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",95.0
1998-07,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",95.0
1998-07,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",84.6
1998-07,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",92.5
1998-07,"Halifax, Nova Scotia",School,"Index, 2002=100",93.7
1998-07,"Halifax, Nova Scotia",School,"Index, 2002=100",94.1
1998-07,"Halifax, Nova Scotia",School,"Index, 2002=100",94.9
1998-07,"Halifax, Nova Scotia",School,"Index, 2002=100",92.0
1998-07,"Halifax, Nova Scotia",School,"Index, 2002=100",92.4
1998-07,"Halifax, Nova Scotia",Apartment,"Index, 2002=100",91.3
1998-07,"Halifax, Nova Scotia",Apartment,"Index, 2002=100",92.6
1998-07,"Halifax, Nova Scotia",Apartment,"Index, 2002=100",94.2
1998-07,"Halifax, Nova Scotia",Apartment,"Index, 2002=100",81.9
1998-07,"Halifax, Nova Scotia",Apartment,"Index, 2002=100",91.8
1998-07,"Montréal, Quebec",Office,"Index, 2002=100",90.3
1998-07,"Montréal, Quebec",Office,"Index, 2002=100",89.5
1998-07,"Montréal, Quebec",Office,"Index, 2002=100",90.7
1998-07,"Montréal, Quebec",Office,"Index, 2002=100",90.0
1998-07,"Montréal, Quebec",Office,"Index, 2002=100",92.9
1998-07,"Montréal, Quebec",Warehouse,"Index, 2002=100",90.1
1998-07,"Montréal, Quebec",Warehouse,"Index, 2002=100",90.7
1998-07,"Montréal, Quebec",Warehouse,"Index, 2002=100",89.5
1998-07,"Montréal, Quebec",Warehouse,"Index, 2002=100",90.1
1998-07,"Montréal, Quebec",Warehouse,"Index, 2002=100",94.2
1998-07,"Montréal, Quebec",Shopping centre,"Index, 2002=100",90.6
1998-07,"Montréal, Quebec",Shopping centre,"Index, 2002=100",89.5
1998-07,"Montréal, Quebec",Shopping centre,"Index, 2002=100",89.9
1998-07,"Montréal, Quebec",Shopping centre,"Index, 2002=100",92.8
1998-07,"Montréal, Quebec",Shopping centre,"Index, 2002=100",95.9
1998-07,"Montréal, Quebec",Light factory,"Index, 2002=100",89.4
1998-07,"Montréal, Quebec",Light factory,"Index, 2002=100",89.0
1998-07,"Montréal, Quebec",Light factory,"Index, 2002=100",89.2
1998-07,"Montréal, Quebec",Light factory,"Index, 2002=100",87.2
1998-07,"Montréal, Quebec",Light factory,"Index, 2002=100",91.7
1998-07,"Montréal, Quebec",School,"Index, 2002=100",90.4
1998-07,"Montréal, Quebec",School,"Index, 2002=100",88.6
1998-07,"Montréal, Quebec",School,"Index, 2002=100",90.2
1998-07,"Montréal, Quebec",School,"Index, 2002=100",91.8
1998-07,"Montréal, Quebec",School,"Index, 2002=100",91.0
1998-07,"Montréal, Quebec",Apartment,"Index, 2002=100",89.0
1998-07,"Montréal, Quebec",Apartment,"Index, 2002=100",89.4
1998-07,"Montréal, Quebec",Apartment,"Index, 2002=100",90.6
1998-07,"Montréal, Quebec",Apartment,"Index, 2002=100",85.1
1998-07,"Montréal, Quebec",Apartment,"Index, 2002=100",88.2
1998-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",88.9
1998-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",83.4
1998-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",88.7
1998-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",93.5
1998-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",96.4
1998-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",85.1
1998-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",82.5
1998-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",84.0
1998-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",92.5
1998-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",95.3
1998-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",86.3
1998-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",81.7
1998-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",85.4
1998-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",94.1
1998-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",97.4
1998-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",85.5
1998-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",82.8
1998-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",84.2
1998-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",91.4
1998-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",93.2
1998-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",88.5
1998-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",83.2
1998-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",86.5
1998-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",94.2
1998-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",92.5
1998-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,"Index, 2002=100",86.7
1998-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,"Index, 2002=100",81.2
1998-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,"Index, 2002=100",88.2
1998-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,"Index, 2002=100",86.9
1998-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,"Index, 2002=100",93.7
1998-07,"Toronto, Ontario",Office,"Index, 2002=100",86.8
1998-07,"Toronto, Ontario",Office,"Index, 2002=100",79.4
1998-07,"Toronto, Ontario",Office,"Index, 2002=100",86.9
1998-07,"Toronto, Ontario",Office,"Index, 2002=100",93.3
1998-07,"Toronto, Ontario",Office,"Index, 2002=100",96.5
1998-07,"Toronto, Ontario",Warehouse,"Index, 2002=100",84.5
1998-07,"Toronto, Ontario",Warehouse,"Index, 2002=100",80.6
1998-07,"Toronto, Ontario",Warehouse,"Index, 2002=100",83.7
1998-07,"Toronto, Ontario",Warehouse,"Index, 2002=100",92.2
1998-07,"Toronto, Ontario",Warehouse,"Index, 2002=100",96.5
1998-07,"Toronto, Ontario",Shopping centre,"Index, 2002=100",85.6
1998-07,"Toronto, Ontario",Shopping centre,"Index, 2002=100",80.8
1998-07,"Toronto, Ontario",Shopping centre,"Index, 2002=100",83.6
1998-07,"Toronto, Ontario",Shopping centre,"Index, 2002=100",93.6
1998-07,"Toronto, Ontario",Shopping centre,"Index, 2002=100",104.5
1998-07,"Toronto, Ontario",Light factory,"Index, 2002=100",84.0
1998-07,"Toronto, Ontario",Light factory,"Index, 2002=100",81.4
1998-07,"Toronto, Ontario",Light factory,"Index, 2002=100",82.4
1998-07,"Toronto, Ontario",Light factory,"Index, 2002=100",89.9
1998-07,"Toronto, Ontario",Light factory,"Index, 2002=100",92.1
1998-07,"Toronto, Ontario",School,"Index, 2002=100",87.4
1998-07,"Toronto, Ontario",School,"Index, 2002=100",80.5
1998-07,"Toronto, Ontario",School,"Index, 2002=100",85.2
1998-07,"Toronto, Ontario",School,"Index, 2002=100",93.7
1998-07,"Toronto, Ontario",School,"Index, 2002=100",92.3
1998-07,"Toronto, Ontario",Apartment,"Index, 2002=100",84.9
1998-07,"Toronto, Ontario",Apartment,"Index, 2002=100",79.7
1998-07,"Toronto, Ontario",Apartment,"Index, 2002=100",85.9
1998-07,"Toronto, Ontario",Apartment,"Index, 2002=100",86.3
1998-07,"Toronto, Ontario",Apartment,"Index, 2002=100",91.1
1998-07,"Calgary, Alberta",Office,"Index, 2002=100",88.6
1998-07,"Calgary, Alberta",Office,"Index, 2002=100",84.8
1998-07,"Calgary, Alberta",Office,"Index, 2002=100",90.4
1998-07,"Calgary, Alberta",Office,"Index, 2002=100",88.3
1998-07,"Calgary, Alberta",Office,"Index, 2002=100",94.2
1998-07,"Calgary, Alberta",Warehouse,"Index, 2002=100",88.9
1998-07,"Calgary, Alberta",Warehouse,"Index, 2002=100",86.6
1998-07,"Calgary, Alberta",Warehouse,"Index, 2002=100",90.1
1998-07,"Calgary, Alberta",Warehouse,"Index, 2002=100",88.6
1998-07,"Calgary, Alberta",Warehouse,"Index, 2002=100",91.7
1998-07,"Calgary, Alberta",Shopping centre,"Index, 2002=100",89.1
1998-07,"Calgary, Alberta",Shopping centre,"Index, 2002=100",85.5
1998-07,"Calgary, Alberta",Shopping centre,"Index, 2002=100",89.8
1998-07,"Calgary, Alberta",Shopping centre,"Index, 2002=100",91.8
1998-07,"Calgary, Alberta",Shopping centre,"Index, 2002=100",96.6
1998-07,"Calgary, Alberta",Light factory,"Index, 2002=100",87.4
1998-07,"Calgary, Alberta",Light factory,"Index, 2002=100",86.3
1998-07,"Calgary, Alberta",Light factory,"Index, 2002=100",89.6
1998-07,"Calgary, Alberta",Light factory,"Index, 2002=100",84.4
1998-07,"Calgary, Alberta",Light factory,"Index, 2002=100",90.0
1998-07,"Calgary, Alberta",School,"Index, 2002=100",89.4
1998-07,"Calgary, Alberta",School,"Index, 2002=100",84.4
1998-07,"Calgary, Alberta",School,"Index, 2002=100",91.0
1998-07,"Calgary, Alberta",School,"Index, 2002=100",90.2
1998-07,"Calgary, Alberta",School,"Index, 2002=100",92.1
1998-07,"Calgary, Alberta",Apartment,"Index, 2002=100",88.0
1998-07,"Calgary, Alberta",Apartment,"Index, 2002=100",85.7
1998-07,"Calgary, Alberta",Apartment,"Index, 2002=100",89.9
1998-07,"Calgary, Alberta",Apartment,"Index, 2002=100",86.6
1998-07,"Calgary, Alberta",Apartment,"Index, 2002=100",89.8
1998-07,"Edmonton, Alberta",Office,"Index, 2002=100",89.7
1998-07,"Edmonton, Alberta",Office,"Index, 2002=100",87.5
1998-07,"Edmonton, Alberta",Office,"Index, 2002=100",91.0
1998-07,"Edmonton, Alberta",Office,"Index, 2002=100",88.4
1998-07,"Edmonton, Alberta",Office,"Index, 2002=100",95.8
1998-07,"Edmonton, Alberta",Warehouse,"Index, 2002=100",89.9
1998-07,"Edmonton, Alberta",Warehouse,"Index, 2002=100",88.6
1998-07,"Edmonton, Alberta",Warehouse,"Index, 2002=100",90.7
1998-07,"Edmonton, Alberta",Warehouse,"Index, 2002=100",88.6
1998-07,"Edmonton, Alberta",Warehouse,"Index, 2002=100",96.3
1998-07,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",90.5
1998-07,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",86.9
1998-07,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",90.6
1998-07,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",91.8
1998-07,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",102.1
1998-07,"Edmonton, Alberta",Light factory,"Index, 2002=100",88.6
1998-07,"Edmonton, Alberta",Light factory,"Index, 2002=100",87.5
1998-07,"Edmonton, Alberta",Light factory,"Index, 2002=100",90.6
1998-07,"Edmonton, Alberta",Light factory,"Index, 2002=100",84.5
1998-07,"Edmonton, Alberta",Light factory,"Index, 2002=100",92.9
1998-07,"Edmonton, Alberta",School,"Index, 2002=100",90.3
1998-07,"Edmonton, Alberta",School,"Index, 2002=100",86.9
1998-07,"Edmonton, Alberta",School,"Index, 2002=100",91.5
1998-07,"Edmonton, Alberta",School,"Index, 2002=100",90.4
1998-07,"Edmonton, Alberta",School,"Index, 2002=100",92.8
1998-07,"Edmonton, Alberta",Apartment,"Index, 2002=100",88.9
1998-07,"Edmonton, Alberta",Apartment,"Index, 2002=100",87.5
1998-07,"Edmonton, Alberta",Apartment,"Index, 2002=100",90.3
1998-07,"Edmonton, Alberta",Apartment,"Index, 2002=100",86.6
1998-07,"Edmonton, Alberta",Apartment,"Index, 2002=100",92.1
1998-07,"Vancouver, British Columbia",Office,"Index, 2002=100",95.3
1998-07,"Vancouver, British Columbia",Office,"Index, 2002=100",94.5
1998-07,"Vancouver, British Columbia",Office,"Index, 2002=100",95.3
1998-07,"Vancouver, British Columbia",Office,"Index, 2002=100",95.2
1998-07,"Vancouver, British Columbia",Office,"Index, 2002=100",99.5
1998-07,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",94.4
1998-07,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",94.4
1998-07,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",94.2
1998-07,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",95.3
1998-07,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",99.8
1998-07,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",95.2
1998-07,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",93.0
1998-07,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",94.9
1998-07,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",95.5
1998-07,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",105.4
1998-07,"Vancouver, British Columbia",Light factory,"Index, 2002=100",94.2
1998-07,"Vancouver, British Columbia",Light factory,"Index, 2002=100",94.6
1998-07,"Vancouver, British Columbia",Light factory,"Index, 2002=100",94.5
1998-07,"Vancouver, British Columbia",Light factory,"Index, 2002=100",91.1
1998-07,"Vancouver, British Columbia",Light factory,"Index, 2002=100",95.9
1998-07,"Vancouver, British Columbia",School,"Index, 2002=100",95.4
1998-07,"Vancouver, British Columbia",School,"Index, 2002=100",94.1
1998-07,"Vancouver, British Columbia",School,"Index, 2002=100",95.1
1998-07,"Vancouver, British Columbia",School,"Index, 2002=100",96.7
1998-07,"Vancouver, British Columbia",School,"Index, 2002=100",97.0
1998-07,"Vancouver, British Columbia",Apartment,"Index, 2002=100",94.0
1998-07,"Vancouver, British Columbia",Apartment,"Index, 2002=100",94.7
1998-07,"Vancouver, British Columbia",Apartment,"Index, 2002=100",94.1
1998-07,"Vancouver, British Columbia",Apartment,"Index, 2002=100",91.8
1998-07,"Vancouver, British Columbia",Apartment,"Index, 2002=100",96.4
1998-10,Seven census metropolitan area composite,Office,"Index, 2002=100",89.9
1998-10,Seven census metropolitan area composite,Warehouse,"Index, 2002=100",88.1
1998-10,Seven census metropolitan area composite,Shopping centre,"Index, 2002=100",89.6
1998-10,Seven census metropolitan area composite,Light factory,"Index, 2002=100",87.5
1998-10,Seven census metropolitan area composite,School,"Index, 2002=100",90.4
